chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-255,2026-04-07,2026-04-07 18:17:41+00:00,Safety Controller,2026-01-31 01:00:00,2026-01-31,High,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1004,Failure,5870,South America,Canada,Field Service,[TEST-VARIANT-B] There is fault on the Cooling Pmup. High priority. happens during idling. :: synthetic drift scenario,149127,km,P-6938,Autonomous Controller,USA,Customer Support,2026800.0,Escalation Lab,Transmission,Technical Issue,High,VIP Hotline,Closed,Closed,Waiting on Customer,variant-b-000721,CH252321,44L9SEEZGMNS295WG
S-421,2025-06-23,2025-06-23 18:42:07+00:00,Hydrogen Injector,2026-01-31 02:00:00,2026-01-31,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Overheating,218,North America,France,Operations,[TEST-VARIANT-B] Overheating in Sensors of the Electrical System. Need fix asap. check asap. :: synthetic drift scenario,303406,km,P-3441,Autonomous Controller,China,Operations,2354400.0,Escalation Lab,Electrical,Warranty Claim,Medium,VIP Hotline,Closed,Closed,Reopened,variant-b-000722,CH916836,VZZJE5RD8PEA9FH3G
S-103,2026-05-01,2026-05-01 08:20:02+00:00,Hydrogen Injector,2026-01-31 03:00:00,2026-01-31,Medium,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1002,Short Circuit,2856,Asia,Brazil,Operations,[TEST-VARIANT-B] Review Brake System ABS Sensor: possible spark and reduced performance. no obvious warning light. :: synthetic drift scenario,235256,km,P-4383,Hydrogen Drive Unit,Canada,Quality,2584800.0,Escalation Lab,Suspension,Maintenance Request,High,Proactive Monitoring,Closed,Resolved,Waiting on Customer,variant-b-000723,CH501259,JLS7R0P0HLR43E04L
S-566,2026-03-16,2026-03-16 00:41:41+00:00,Hydrogen Injector,2026-01-31 04:00:00,2026-01-31,High,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,E-1005,Wear,6085,North America,Germany,Field Service,[TEST-VARIANT-B] Abrasion in Cooling Pump of the Engine Control Module Need fix asap no obvious warning light :: synthetic drift scenario,176503,km,P-3947,Autonomous Controller,USA,Customer Support,1918800.0,Escalation Lab,Suspension,Warranty Claim,Medium,VIP Hotline,Closed,Closed,Waiting on Customer,variant-b-000724,CH890502,6796THHRCVN3N5NEN
S-182,,,Safety Controller,2026-01-31 05:00:00,2026-01-31,Medium,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1004,Overheating,3075,North America,Brazil,Field Service,[TEST-VARIANT-B] Custmoer reports running hot at the hydraulic pump of the transmission system. :: synthetic drift scenario,106381,km,P-5592,Autonomous Controller,USA,Field Service,,Warranty Taskforce,Transmission,Performance Issue,Critical,Proactive Monitoring,Open,New,Reopened,variant-b-000725,CH668314,E7YP11CVGHBYSPFX2
S-991,,,Safety Controller,2026-01-31 06:00:00,2026-01-31,Low,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Noise,3550,North America,France,Quality,[TEST-VARIANT-B] Gearbox has been knocking during operation. Urgent review. happens durnig idling. :: synthetic drift scenario,277186,miles,P-4815,Autonomous Controller,France,Field Service,,Warranty Taskforce,Transmission,Maintenance Request,Critical,Proactive Monitoring,Open,New,Parts Ordered,variant-b-000726,CH341456,5UG2T1XMD64VSB08U
S-919,2025-08-22,2025-08-22 03:12:16+00:00,Hydrogen Injector,2026-01-31 07:00:00,2026-01-31,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3001,Noise,2150,Asia,France,Operations,[TEST-VARIANT-B] Sensors has been rattle during operation. Urgent review. fault appears after long run. asap :: synthetic drift scenario,50009,miles,P-7716,Autonomous Controller,France,Quality,2404800.0,Warranty Taskforce,Transmission,Recall Related,Critical,VIP Hotline,Closed,Closed,Investigation,variant-b-000727,CH124124,0A90TGLXM3P0AP2FU
S-428,,,AI Sensor Rack,2026-01-31 08:00:00,2026-01-31,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Leak,4725,Asia,USA,Operations,[TEST-VARIANT-B] Cooling uPmp has been leak during operation. Need review. :: synthetic drift scenario,27893,miles,P-6175,Hydrogen Drive Unit,France,Customer Support,,Warranty Taskforce,Transmission,Maintenance Request,High,Proactive Monitoring,Open,In Progress,Parts Ordered,variant-b-000728,CH726228,S0FMB7L9251ZJ32HR
S-831,,,Hydrogen Injector,2026-01-31 09:00:00,2026-01-31,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1004,Short Circuit,3976,Asia,Canada,Field Service,[TEST-VARIANT-B] Fuel Injector has been short circuit during operation. Urgent review. :: synthetic drift scenario,138685,miles,P-5665,Autonomous Controller,USA,Quality,,Warranty Taskforce,Engine,Performance Issue,High,Proactive Monitoring,Open,In Progress,Investigation,variant-b-000729,CH261479,ZXJMAL0LLZHB4GWJP
S-831,,,AI Sensor Rack,2026-01-31 10:00:00,2026-01-31,Critical,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Noise,6121,EU,France,Operations,[TEST-VARIANT-B] Customer reports noise at the turbocharger of the engine control module. :: synthetic drift scenario,117437,km,P-4312,Hydrogen Drive Unit,China,Quality,,Field Ops Rapid,Body/Chassis,Performance Issue,High,VIP Hotline,Open,New,Waiting on Customer,variant-b-000730,CH417271,JDHPPDVC6ADDVVXCS
S-578,,,Safety Controller,2026-01-31 11:00:00,2026-01-31,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Overheating,2846,South America,Brazil,Customer Support,[TEST-VARIANT-B] Rpt: Transmission System Clucth showing overheating after long run. no obvious warning light. :: synthetic drift scenario,122415,miles,P-9355,Autonomous Controller,France,Sales,,Escalation Lab,Brakes,Technical Issue,High,Proactive Monitoring,Open,Escalated,Investigation,variant-b-000731,CH311785,JZ15SSG4WJ21DKFGZ
S-338,,,Safety Controller,2026-01-31 12:00:00,2026-01-31,High,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Failure,1912,EU,Brazil,Sales,[TEST-VARIANT-B] Clutch appears stopped working. No error light. no obvious warning light. :: synthetic drift scenario,53044,km,P-2321,Autonomous Controller,Canada,Engineering,,Field Ops Rapid,Suspension,Recall Related,Critical,Proactive Monitoring,Open,New,Parts Ordered,variant-b-000732,CH199359,6BCZJFBC56YWY60T7
S-455,2025-07-09,2025-07-09 14:39:38+00:00,Safety Controller,2026-01-31 13:00:00,2026-01-31,Medium,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,F-3001,Short Circuit,2906,North America,USA,Sales,[TEST-VARIANT-B] Customer reports spark at the brake pads of the brake system. :: synthetic drift scenario,223322,miles,P-8031,Hydrogen Drive Unit,China,Engineering,1800000.0,Escalation Lab,Transmission,Maintenance Request,High,Proactive Monitoring,Closed,Closed,Investigation,variant-b-000733,CH279961,8XE8HWN3RNM7EG23X
S-910,,,Hydrogen Injector,2026-01-31 14:00:00,2026-01-31,High,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1005,Failure,798,South America,Canada,Field Service,[TEST-VARIANT-B] Hyrdaulic Line appears failure. No error light. :: synthetic drift scenario,53514,km,P-2200,Autonomous Controller,France,Operations,,Escalation Lab,Transmission,Recall Related,Critical,VIP Hotline,Open,Assigned,Investigation,variant-b-000734,CH498652,CA60UAX82ZZVPL72F
S-704,,,Hydrogen Injector,2026-01-31 15:00:00,2026-01-31,Low,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Wear,447,North America,France,Customer Support,"[TEST-VARIANT-B] Urgent: degraded observed in ABS Sensor, maybe the brake system. occurs on cold start. :: synthetic drift scenario",303240,miles,P-7244,Autonomous Controller,China,Quality,,Escalation Lab,Transmission,Warranty Claim,Medium,Proactive Monitoring,Open,Assigned,Reopened,variant-b-000735,CH516898,1Y211AGYTZZ0STSFW
S-597,,,Hydrogen Injector,2026-01-31 16:00:00,2026-01-31,Critical,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Wear,5112,EU,China,Operations,[TEST-VARIANT-B] Wear out in Fuel Injector of the Engine Control Module. Need fix asap. check asap. :: synthetic drift scenario,326501,km,P-6847,Hydrogen Drive Unit,China,Operations,,Field Ops Rapid,Electrical,Recall Related,Medium,Proactive Monitoring,Open,Escalated,Waiting on Customer,variant-b-000736,CH371259,LM935PXFRN78ZFBTG
S-731,2025-12-13,2025-12-13 10:58:06+00:00,Hydrogen Injector,2026-01-31 17:00:00,2026-01-31,Medium,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Failure,4446,EU,Brazil,Quality,[TEST-VARIANT-B] Transmission System Gearbox has fault; note the unusual behavior. occurs on cold start. :: synthetic drift scenario,43518,miles,P-9548,Autonomous Controller,China,Quality,1688400.0,Escalation Lab,Transmission,Performance Issue,Critical,VIP Hotline,Closed,Closed,Reopened,variant-b-000737,CH122546,KP8LNJ9ZXH986U7JG
S-969,,,Hydrogen Injector,2026-01-31 18:00:00,2026-01-31,High,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1004,Noise,5176,Asia,Brazil,Customer Support,[TEST-VARIANT-B] Customer reports rattle at the turbocharger of the engine control module.WIP :: synthetic drift scenario,315138,miles,P-1018,Hydrogen Drive Unit,USA,Operations,,Escalation Lab,Electrical,Warranty Claim,Critical,VIP Hotline,Open,In Progress,Completed,variant-b-000738,CH839484,A9KCBESW55W7VUS61
S-475,,,Hydrogen Injector,2026-01-31 19:00:00,2026-01-31,High,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Overheating,2435,North America,France,Operations,[TEST-VARIANT-B] Overheatign in Turbocharger of the Engine Control Module. Pls advise. :: synthetic drift scenario,111867,km,P-5283,Hydrogen Drive Unit,USA,Operations,,Warranty Taskforce,Engine,Safety Concern,High,Proactive Monitoring,Open,Awaiting Parts,Waiting on Customer,variant-b-000739,CH905067,N0BRSGH6LFF5JCTG0
S-726,2026-02-04,2026-02-04 10:16:02+00:00,AI Sensor Rack,2026-01-31 20:00:00,2026-01-31,High,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Short Circuit,6164,North America,Canada,Engineering,[TEST-VARIANT-B] Review Electrical System Battery: possible short circuit and reduced performance. pls :: synthetic drift scenario,233917,km,P-3446,Autonomous Controller,USA,Customer Support,1350000.0,Warranty Taskforce,Suspension,Warranty Claim,Critical,Proactive Monitoring,Closed,Closed,Parts Ordered,variant-b-000740,CH833539,HADJ9Z23UY5ZTV2ZJ
S-352,,,Hydrogen Injector,2026-01-31 21:00:00,2026-01-31,High,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Wear,3526,Asia,Brazil,Quality,[TEST-VARIANT-B] Degraded affecting Gearbox on Transmission System. Tech notes. happens intermittently. :: synthetic drift scenario,399855,miles,P-8621,Hydrogen Drive Unit,USA,Field Service,,Escalation Lab,Electrical,Recall Related,Medium,Proactive Monitoring,Open,New,Waiting on Customer,variant-b-000741,CH626466,MEY1G596SW2B1HN7U
S-132,,,AI Sensor Rack,2026-01-31 22:00:00,2026-01-31,Critical,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Wear,5953,South America,Brazil,Operations,"[TEST-VARIANT-B] Electrical System Wiring Harness has wear out, unclear if related to recent service. driver says it started afetr service. :: synthetic drift scenario",207397,miles,P-7096,Autonomous Controller,China,Field Service,,Warranty Taskforce,Suspension,Performance Issue,High,Proactive Monitoring,Open,Escalated,Investigation,variant-b-000742,CH461440,2EWXYKZWG9UW9V27N
S-284,,,AI Sensor Rack,2026-01-31 23:00:00,2026-01-31,Low,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Failure,5594,EU,Germany,Engineering,[TEST-VARIANT-B] Customer reports stopped working at the wiring harness of the electrical system. happens during idling. :: synthetic drift scenario,309282,km,P-8358,Hydrogen Drive Unit,Canada,Engineering,,Field Ops Rapid,Brakes,Safety Concern,Medium,Proactive Monitoring,Open,In Progress,Waiting on Customer,variant-b-000743,CH736624,A81GB5N5KDK3PMD32
S-932,,,Safety Controller,2026-02-01 00:00:00,2026-02-01,Medium,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,W-2003,Wear,846,Asia,France,Customer Support,[TEST-VARIANT-B] There is degraded on the Sensors. Needs parts. check asap. :: synthetic drift scenario,225020,miles,P-5754,Hydrogen Drive Unit,Brazil,Sales,,Escalation Lab,Brakes,Maintenance Request,High,VIP Hotline,Open,Assigned,Completed,variant-b-000744,CH533367,YDTJNDC557SR35YRY
S-786,,,Safety Controller,2026-02-01 01:00:00,2026-02-01,Critical,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3001,Failure,4912,EU,Germany,Operations,[TEST-VARIANT-B] Found failure from Sensors. No clear root cause. :: synthetic drift scenario,21666,miles,P-4446,Autonomous Controller,Germany,Field Service,,Field Ops Rapid,Brakes,Maintenance Request,Critical,Proactive Monitoring,Open,Escalated,Parts Ordered,variant-b-000745,CH260524,Z7J291P3AJ1JAABFH
S-196,,,Safety Controller,2026-02-01 02:00:00,2026-02-01,Critical,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1004,Leak,3418,EU,Germany,Quality,[TEST-VARIANT-B] Brake Pads appears fluid loss Intermittent fault occurs on cold startNeed help. :: synthetic drift scenario,237985,miles,P-2440,Autonomous Controller,France,Sales,,Warranty Taskforce,Transmission,Maintenance Request,Critical,Proactive Monitoring,Open,Awaiting Parts,Waiting on Customer,variant-b-000746,CH356030,E0DV2S8YD7NDWXXAN
S-815,2026-04-23,2026-04-23 15:17:52+00:00,Safety Controller,2026-02-01 03:00:00,2026-02-01,Medium,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1004,Overheating,3822,North America,Canada,Sales,[TEST-VARIANT-B] Thermal issue in Brake Pads of the Brake System Customer waiting driver says it satrted after service :: synthetic drift scenario,188818,miles,P-7772,Hydrogen Drive Unit,China,Field Service,1908000.0,Warranty Taskforce,Transmission,Maintenance Request,High,VIP Hotline,Closed,Resolved,Waiting on Customer,variant-b-000747,CH579226,SWF8ZYL98ELHSPBZ7
S-333,2025-05-14,2025-05-14 19:12:32+00:00,Hydrogen Injector,2026-02-01 04:00:00,2026-02-01,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2003,Short Circuit,763,South America,Germany,Sales,[TEST-VARIANT-B] hTere is power surge on the Clutch. Still open. needs inspection. :: synthetic drift scenario,417383,miles,P-4969,Autonomous Controller,France,Operations,1180800.0,Field Ops Rapid,Brakes,Safety Concern,Critical,Proactive Monitoring,Closed,Closed,Action Required,variant-b-000748,CH320600,KFCDFEXFBDWFLGBW3
S-678,,,AI Sensor Rack,2026-02-01 05:00:00,2026-02-01,High,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1003,Noise,2889,South America,USA,Field Service,[TEST-VARIANT-B] Wiring Harness seems to have rattle; driver says it started after startup. :: synthetic drift scenario,329692,miles,P-1885,Autonomous Controller,Germany,Customer Support,,Escalation Lab,Engine,Technical Issue,High,Proactive Monitoring,Open,Escalated,Action Required,variant-b-000749,CH294651,9NBNP9TZGNPM15XV3
S-153,,,Safety Controller,2026-02-01 06:00:00,2026-02-01,Critical,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,W-2002,Short Circuit,2199,South America,Brazil,Quality,[TEST-VARIANT-B] There is power surge on the Hydraulic Pump Hihg priorityFYI :: synthetic drift scenario,333787,miles,P-7027,Hydrogen Drive Unit,USA,Field Service,,Warranty Taskforce,Brakes,Recall Related,Medium,Proactive Monitoring,Open,Escalated,Waiting on Customer,variant-b-000750,CH932133,F4FSH8C2NJKX8TDV3
S-734,2025-08-25,2025-08-25 05:09:24+00:00,Hydrogen Injector,2026-02-01 07:00:00,2026-02-01,Medium,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1002,Noise,3785,Asia,Brazil,Engineering,[TEST-VARIANT-B] Customer reports noise at the sensors of the leectrical system. :: synthetic drift scenario,87062,miles,P-3671,Hydrogen Drive Unit,Germany,Engineering,2372400.0,Warranty Taskforce,Suspension,Technical Issue,Critical,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-000751,CH499382,VRDA35TZV6SFYTECC
S-297,,,AI Sensor Rack,2026-02-01 08:00:00,2026-02-01,Medium,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Leak,2776,Asia,France,Operations,[TEST-VARIANT-B] eSnsors has been seepage during operation. Need review. :: synthetic drift scenario,184169,miles,P-1313,Hydrogen Drive Unit,USA,Customer Support,,Warranty Taskforce,Engine,Safety Concern,Critical,Proactive Monitoring,Open,Escalated,Reopened,variant-b-000752,CH395227,K9EAMVNG6VJWL37J9
S-181,2026-01-15,2026-01-15 13:58:20+00:00,Hydrogen Injector,2026-02-01 09:00:00,2026-02-01,Medium,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Wear,3569,South America,USA,Sales,[TEST-VARIANT-B] pRt: Electrical System Battery showing wear out after long run. happens intermittently. pls :: synthetic drift scenario,454229,miles,P-6732,Hydrogen Drive Unit,France,Quality,932400.0,Field Ops Rapid,Transmission,Performance Issue,Critical,VIP Hotline,Closed,Closed,Reopened,variant-b-000753,CH452531,506RTXBA03MH92TWA
S-474,,,Safety Controller,2026-02-01 10:00:00,2026-02-01,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Failure,2522,Asia,Canada,Sales,[TEST-VARIANT-B] Review Brake System Hydraulic Line: possible fault and reduced performance. needs inspection.Need help. :: synthetic drift scenario,43155,km,P-3242,Hydrogen Drive Unit,France,Field Service,,Field Ops Rapid,Body/Chassis,Recall Related,High,VIP Hotline,Open,Awaiting Parts,Investigation,variant-b-000754,CH956529,3LGU6HZXH3E5P9WVW
S-535,,,AI Sensor Rack,2026-02-01 11:00:00,2026-02-01,Medium,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Leak,3043,South America,Germany,Engineering,[TEST-VARIANT-B] Review Eelctrical System Battery: possible leaking and reduced performance. needs inspection. :: synthetic drift scenario,15785,km,P-2608,Autonomous Controller,Canada,Field Service,,Warranty Taskforce,Electrical,Technical Issue,Medium,VIP Hotline,Open,New,Completed,variant-b-000755,CH578291,5FBYJL17Y1TDZTMXY
S-394,2026-01-17,2026-01-17 04:48:10+00:00,Safety Controller,2026-02-01 12:00:00,2026-02-01,High,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Short Circuit,5538,South America,USA,Operations,[TEST-VARIANT-B] There is power surge on the Brake Pads. High priority. driver says it started after sevrice. :: synthetic drift scenario,170784,miles,P-5641,Hydrogen Drive Unit,USA,Customer Support,1335600.0,Escalation Lab,Brakes,Technical Issue,High,VIP Hotline,Closed,Closed,Action Required,variant-b-000756,CH949119,5T3DPNLWL3A5UGNMM
S-320,,,AI Sensor Rack,2026-02-01 13:00:00,2026-02-01,High,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1004,Overheating,700,South America,Germany,Quality,"[TEST-VARIANT-B] Urgent: running hot observed in Gearbox, maybe the transmission system. :: synthetic drift scenario",387068,miles,P-5689,Hydrogen Drive Unit,China,Engineering,,Field Ops Rapid,Body/Chassis,Performance Issue,High,VIP Hotline,Open,Escalated,Parts Ordered,variant-b-000757,CH796825,HEN4YMBUKBRWUV9JJ
S-648,,,Safety Controller,2026-02-01 14:00:00,2026-02-01,Medium,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1004,Leak,4406,North America,France,Customer Support,[TEST-VARIANT-B] Seepage affecting Hydraulic Pump on Transmission System. eTch notes. no obvious warning light. :: synthetic drift scenario,252702,km,P-6357,Autonomous Controller,Brazil,Quality,,Escalation Lab,Electrical,Recall Related,Critical,Proactive Monitoring,Open,Escalated,Parts Ordered,variant-b-000758,CH549414,XZ46T7J2P0UTN3G46
